author_name,frequency,frequencyPer100Comment
Chantal,4,0.0180
Cezara,4,0.0180
Cari,4,0.0180
Ola,4,0.0180
Cami,4,0.0180
Kari,4,0.0180
Karl,4,0.0180
Shay,4,0.0180
Jeff,4,0.0180
Britt,4,0.0180
Giorgia,4,0.0180
Marjorie,4,0.0180
Rosie,4,0.0180
Mikayla,4,0.0180
Regina,4,0.0180
Serena,4,0.0180
Kati,4,0.0180
Freddy,4,0.0180
Myriam,4,0.0180
Ariana,4,0.0180
Danna,4,0.0180
Shelley,4,0.0180
Jessa,4,0.0180
Tracie,4,0.0180
Ciara,4,0.0180
Júlia,4,0.0180
Stan,4,0.0180
Allan,4,0.0180
Izzy,4,0.0180
Sonja,4,0.0180
Aidan,4,0.0180
Scarlett,4,0.0180
Zobia,4,0.0180
Aaslah,4,0.0180
Mine,4,0.0180
Paloma,4,0.0180
Sonya,4,0.0180
César,4,0.0180
Kirby,4,0.0180
Britney,4,0.0180
Nour,4,0.0180
Wes,4,0.0180
Bentleyrafe,4,0.0180
Lourdes,4,0.0180
Liana,4,0.0180
Saskia,4,0.0180
Ada,4,0.0180
Jarrod,4,0.0180
Lynda,4,0.0180
Tania,4,0.0180
Dominik,4,0.0180
Breanna,4,0.0180
Cristian,4,0.0180
Neil,4,0.0180
Gaëtan,4,0.0180
Favour,4,0.0180
Rosey,4,0.0180
Nic,4,0.0180
Carola,4,0.0180
Nadine,4,0.0180
Danni,4,0.0180
Hayes,4,0.0180
L'une,4,0.0180
Sabine,4,0.0180
Sabina,4,0.0180
Owen,4,0.0180
Yara,4,0.0180
Callie,4,0.0180
Leigha,4,0.0180
Sana,4,0.0180
Lou,4,0.0180
Sohel,4,0.0180
Marisol,4,0.0180
Hồ,4,0.0180
Jeannie,4,0.0180
Luana,4,0.0180
Kàm,4,0.0180
Preity,4,0.0180
Klara-May,4,0.0180
Bren,4,0.0180
Bree,4,0.0180
Hailey,4,0.0180
Gabby,4,0.0180
Shatoiya,4,0.0180
Klaudia,4,0.0180
Faye,4,0.0180
Funfun,4,0.0180
Carter,4,0.0180
Kenedy,4,0.0180
Darlison,4,0.0180
Nan,4,0.0180
Alissa,4,0.0180
Silvana,4,0.0180
Alina,4,0.0180
Tomek,4,0.0180
Bev,4,0.0180
Rob,4,0.0180
Pyo,4,0.0180
Giancarlo,4,0.0180
Ken,4,0.0180
Gillian,4,0.0180
Kieran,4,0.0180
Janna,4,0.0180
Debbi,4,0.0180
Aliyah,4,0.0180
Alfredo,4,0.0180
Trish,4,0.0180
Van,4,0.0180
Eloá,4,0.0180
Janelle,4,0.0180
Lucia,4,0.0180
Admir,4,0.0180
Arely,4,0.0180
Dii,4,0.0180
Brett,4,0.0180
Barb,4,0.0180
Amazing,4,0.0180
Galadriel,4,0.0180
Declan,4,0.0180
Rian,4,0.0180
Barbies,4,0.0180
André,4,0.0180
Tannisha,4,0.0180
Shaiyma,4,0.0180
Zoë,4,0.0180
Alessandro,4,0.0180
Malene,4,0.0180
Magen,4,0.0180
Dharsha,4,0.0180
Gill,4,0.0180
Danilo,4,0.0180
Micki,4,0.0180
Meagan,4,0.0180
Lydia,4,0.0180
Verónica,4,0.0180
Majo,4,0.0180
Felicity,4,0.0180
Micaela,4,0.0180
Izabela,4,0.0180
Sylvia,4,0.0180
Syd,4,0.0180
Maysam,4,0.0180
Samonosuke,4,0.0180
Kaye,4,0.0180
Bertie,4,0.0180
Maja,4,0.0180
Elie,4,0.0180
Elin,4,0.0180
Sarai,4,0.0180
Ha,4,0.0180
Aisling,4,0.0180
Bernd,4,0.0180
Sherry,4,0.0180
