token,count,frequencyPer100Comment,frequencyPer100Token
incrível,3,0.0766,0.0117
رغم,3,0.0766,0.0117
youuu,3,0.0766,0.0117
ponte,3,0.0766,0.0117
roots,3,0.0766,0.0117
fã,3,0.0766,0.0117
mendigo,3,0.0766,0.0117
nossa,3,0.0766,0.0117
abençoe,3,0.0766,0.0117
😏,3,0.0766,0.0117
😌,3,0.0766,0.0117
😭,3,0.0766,0.0117
😢,3,0.0766,0.0117
😍😍❤,3,0.0766,0.0117
sem,3,0.0766,0.0117
💖💖,3,0.0766,0.0117
ami,3,0.0766,0.0117
read,3,0.0766,0.0117
😍❤️,3,0.0766,0.0117
bi,3,0.0766,0.0117
بيبر,3,0.0766,0.0117
♥♥,3,0.0766,0.0117
young,3,0.0766,0.0117
sent,3,0.0766,0.0117
sabe,3,0.0766,0.0117
2018,3,0.0766,0.0117
truth,3,0.0766,0.0117
papito,3,0.0766,0.0117
maravilhoso,3,0.0766,0.0117
stuff,3,0.0766,0.0117
cc,3,0.0766,0.0117
pictures,3,0.0766,0.0117
site,3,0.0766,0.0117
indonesia,3,0.0766,0.0117
wey,3,0.0766,0.0117
cosas,3,0.0766,0.0117
mamá,3,0.0766,0.0117
dólares,3,0.0766,0.0117
عاصمة,3,0.0766,0.0117
told,3,0.0766,0.0117
protection,3,0.0766,0.0117
❤️😍,3,0.0766,0.0117
haha,3,0.0766,0.0117
safe,3,0.0766,0.0117
instagram,3,0.0766,0.0117
jorten,3,0.0766,0.0117
ahora,3,0.0766,0.0117
demais,3,0.0766,0.0117
families,3,0.0766,0.0117
night,3,0.0766,0.0117
adorable,3,0.0766,0.0117
dead,3,0.0766,0.0117
songs,3,0.0766,0.0117
extra,3,0.0766,0.0117
buenos,3,0.0766,0.0117
em,3,0.0766,0.0117
eh,3,0.0766,0.0117
okay,3,0.0766,0.0117
happen,3,0.0766,0.0117
💘,3,0.0766,0.0117
💝,3,0.0766,0.0117
💟,3,0.0766,0.0117
💓,3,0.0766,0.0117
angel,3,0.0766,0.0117
😍🔥,3,0.0766,0.0117
heaters,3,0.0766,0.0117
listening,3,0.0766,0.0117
t,3,0.0766,0.0117
business,3,0.0766,0.0117
tengo,3,0.0766,0.0117
habla,3,0.0766,0.0117
fb,3,0.0766,0.0117
cutie,3,0.0766,0.0117
ye,3,0.0766,0.0117
7,3,0.0766,0.0117
base,3,0.0766,0.0117
wasnt,3,0.0766,0.0117
papá,3,0.0766,0.0117
famous,3,0.0766,0.0117
barack,3,0.0766,0.0117
aishwarya,3,0.0766,0.0117
idk,3,0.0766,0.0117
❤😭,3,0.0766,0.0117
seeing,3,0.0766,0.0117
dude,3,0.0766,0.0117
necesito,3,0.0766,0.0117
nao,3,0.0766,0.0117
espera,3,0.0766,0.0117
michael,3,0.0766,0.0117
wid,3,0.0766,0.0117
blessings,3,0.0766,0.0117
special,3,0.0766,0.0117
exactly,3,0.0766,0.0117
bem,3,0.0766,0.0117
bet,3,0.0766,0.0117
awe,3,0.0766,0.0117
passa,3,0.0766,0.0117
namorado,3,0.0766,0.0117
probably,3,0.0766,0.0117
kidneys,3,0.0766,0.0117
📣📣📣black,3,0.0766,0.0117
loveee,3,0.0766,0.0117
nem,3,0.0766,0.0117
aguenta,3,0.0766,0.0117
creo,3,0.0766,0.0117
went,3,0.0766,0.0117
bond,3,0.0766,0.0117
taught,3,0.0766,0.0117
manda,3,0.0766,0.0117
bonito,3,0.0766,0.0117
u❤,3,0.0766,0.0117
beber,3,0.0766,0.0117
cabron,3,0.0766,0.0117
uno,3,0.0766,0.0117
puto,3,0.0766,0.0117
idol,3,0.0766,0.0117
puedes,3,0.0766,0.0117
ugly,3,0.0766,0.0117
ig,3,0.0766,0.0117
failing,3,0.0766,0.0117
besteira,3,0.0766,0.0117
❤❤❤❤❤❤❤❤❤,3,0.0766,0.0117
journey,3,0.0766,0.0117
nudes,3,0.0766,0.0117
bom,3,0.0766,0.0117
nyo,3,0.0766,0.0117
touching,3,0.0766,0.0117
killed,3,0.0766,0.0117
senta,3,0.0766,0.0117
lembro,3,0.0766,0.0117
estoy,3,0.0766,0.0117
dice,3,0.0766,0.0117
chupar,3,0.0766,0.0117
tus,3,0.0766,0.0117
je,3,0.0766,0.0117
youve,3,0.0766,0.0117
blessed,3,0.0766,0.0117
😍😍😍😍😍😍😍😍😍😍,3,0.0766,0.0117
videos,3,0.0766,0.0117
forget,3,0.0766,0.0117
❤️❤️❤️❤️❤️,3,0.0766,0.0117
town,3,0.0766,0.0117
del,3,0.0766,0.0117
pena,3,0.0766,0.0117
believe,3,0.0766,0.0117
amooor,3,0.0766,0.0117
raba,3,0.0766,0.0117
hermosos,3,0.0766,0.0117
spend,3,0.0766,0.0117
nuestro,3,0.0766,0.0117
cuz,3,0.0766,0.0117
love❤,3,0.0766,0.0117
caralho,3,0.0766,0.0117
decision,3,0.0766,0.0117
pelo,3,0.0766,0.0117
nose,3,0.0766,0.0117
♥,3,0.0766,0.0117
papa,3,0.0766,0.0117
aguilera,3,0.0766,0.0117
min,3,0.0766,0.0117
está,3,0.0766,0.0117
healing,3,0.0766,0.0117
saludame,3,0.0766,0.0117
falta,3,0.0766,0.0117
justins,3,0.0766,0.0117
lover,3,0.0766,0.0117
request,3,0.0766,0.0117
inspiring,3,0.0766,0.0117
taking,3,0.0766,0.0117
sigue,3,0.0766,0.0117
thought,3,0.0766,0.0117
ily,3,0.0766,0.0117
kkkk,3,0.0766,0.0117
success,3,0.0766,0.0117
buy,3,0.0766,0.0117
…,3,0.0766,0.0117
street,3,0.0766,0.0117
mush,3,0.0766,0.0117
saber,3,0.0766,0.0117
sabes,3,0.0766,0.0117
mr,3,0.0766,0.0117
end,3,0.0766,0.0117
fall,3,0.0766,0.0117
saturday,3,0.0766,0.0117
👌,3,0.0766,0.0117
tho,3,0.0766,0.0117
💗💗,3,0.0766,0.0117
baia,3,0.0766,0.0117
watch,3,0.0766,0.0117
despite,3,0.0766,0.0117
اللهم,3,0.0766,0.0117
jennifer,3,0.0766,0.0117
foda,3,0.0766,0.0117
fatherinlaw,3,0.0766,0.0117
algo,3,0.0766,0.0117
head,3,0.0766,0.0117
says,3,0.0766,0.0117
reply,3,0.0766,0.0117
vida❤,3,0.0766,0.0117
trump,3,0.0766,0.0117
kya,3,0.0766,0.0117
childhood,3,0.0766,0.0117
lmao,3,0.0766,0.0117
pro,3,0.0766,0.0117
jajajaja,3,0.0766,0.0117
hace,3,0.0766,0.0117
blessing,3,0.0766,0.0117
feliz,3,0.0766,0.0117
idiot,3,0.0766,0.0117
