token,count,frequencyPer100Comment,frequencyPer100Token
dimensions,3,0.1530,0.0213
ou,3,0.1530,0.0213
het,3,0.1530,0.0213
qué,3,0.1530,0.0213
poor,3,0.1530,0.0213
dyer,3,0.1530,0.0213
original,3,0.1530,0.0213
cameron,3,0.1530,0.0213
te,3,0.1530,0.0213
hodges,3,0.1530,0.0213
واو,3,0.1530,0.0213
pass,3,0.1530,0.0213
👍🏼,3,0.1530,0.0213
gunn,3,0.1530,0.0213
90s,3,0.1530,0.0213
🤣,3,0.1530,0.0213
you’re,3,0.1530,0.0213
tão,3,0.1530,0.0213
glad,3,0.1530,0.0213
des,3,0.1530,0.0213
rodriguez,3,0.1530,0.0213
sense,3,0.1530,0.0213
playing,3,0.1530,0.0213
help,3,0.1530,0.0213
late,3,0.1530,0.0213
robert,3,0.1530,0.0213
fab,3,0.1530,0.0213
reason,3,0.1530,0.0213
voor,3,0.1530,0.0213
w,3,0.1530,0.0213
miss,3,0.1530,0.0213
😛,3,0.1530,0.0213
jordan,3,0.1530,0.0213
😎,3,0.1530,0.0213
😆,3,0.1530,0.0213
videoinline,3,0.1530,0.0213
😬,3,0.1530,0.0213
liz,3,0.1530,0.0213
kan,3,0.1530,0.0213
ka,3,0.1530,0.0213
tacky,3,0.1530,0.0213
luke,3,0.1530,0.0213
alexander,3,0.1530,0.0213
jade,3,0.1530,0.0213
individual,3,0.1530,0.0213
fans,3,0.1530,0.0213
greg,3,0.1530,0.0213
available,3,0.1530,0.0213
😭,3,0.1530,0.0213
hint,3,0.1530,0.0213
chloe,3,0.1530,0.0213
brick,3,0.1530,0.0213
kelly,3,0.1530,0.0213
nikki,3,0.1530,0.0213
couple,3,0.1530,0.0213
falcon,3,0.1530,0.0213
alexandra,3,0.1530,0.0213
absolutely,3,0.1530,0.0213
added,3,0.1530,0.0213
retro,3,0.1530,0.0213
anne,3,0.1530,0.0213
anna,3,0.1530,0.0213
santa,3,0.1530,0.0213
esse,3,0.1530,0.0213
forward,3,0.1530,0.0213
ur,3,0.1530,0.0213
points,3,0.1530,0.0213
smiley,3,0.1530,0.0213
ryan,3,0.1530,0.0213
havent,3,0.1530,0.0213
giving,3,0.1530,0.0213
lee,3,0.1530,0.0213
makes,3,0.1530,0.0213
kristina,3,0.1530,0.0213
taj,3,0.1530,0.0213
brian,3,0.1530,0.0213
sim,3,0.1530,0.0213
